,Highest educational level,Used a method at last sexual intercourse,Wife justified asking husband to use condom if he has STI,Drugs to avoid HIV transmission to baby during pregnancy,Total lifetime number of sex partners,Heard of ARVs to treat HIV,Respondent can refuse sex,Respondent can ask partner to use a condom,Knowledge and use of HIV test kits,Perception Mean
9960,2,1,1,0,1,0,1,1,0,0.625
9961,1,0,0,0,1,0,1,1,0,0.375
9962,1,0,1,0,1,0,1,1,0,0.5
9963,2,0,1,0,1,0,1,0,0,0.375
9964,1,0,1,0,1,0,1,0,1,0.5
9965,2,0,0,1,1,0,1,1,0,0.5
9966,2,0,0,0,6,0,0,0,0,0.75
9967,3,0,1,0,1,0,1,0,0,0.375
9968,3,0,1,0,1,0,1,1,0,0.5
9969,3,0,1,0,1,0,1,1,0,0.5
9970,3,1,1,1,1,0,1,1,0,0.75
9971,2,0,0,0,1,0,1,1,0,0.375
9972,3,0,1,1,1,0,1,1,0,0.625
9973,1,1,0,0,1,0,0,0,0,0.25
9974,3,1,1,1,1,0,1,0,0,0.625
9975,3,0,1,0,1,0,1,1,0,0.5
9976,2,0,0,0,1,0,1,0,0,0.25
9977,2,0,1,1,1,0,1,1,1,0.75
9978,3,0,1,1,1,0,1,0,0,0.5
9979,3,0,1,0,1,0,1,1,0,0.5
9980,2,1,1,1,1,1,1,1,0,0.875
9981,3,0,1,0,1,0,0,1,0,0.375
9982,2,0,1,0,1,0,1,0,0,0.375
9983,2,0,1,0,1,0,1,1,0,0.5
9984,2,0,0,1,1,0,1,0,0,0.375
9985,2,1,1,1,1,1,1,0,0,0.75
9986,2,0,0,0,1,0,0,0,0,0.125
9987,2,0,0,1,1,0,1,0,1,0.5
9988,2,1,1,1,1,0,0,1,1,0.75
9989,2,0,1,1,1,1,1,1,0,0.75
9990,2,0,1,1,1,1,1,1,1,0.875
9991,3,1,1,1,1,0,1,1,0,0.75
9992,1,1,0,0,1,0,1,0,0,0.375
9993,1,1,1,0,1,0,1,0,0,0.5
9994,1,1,1,0,1,0,1,0,0,0.5
9995,2,0,1,0,1,0,1,0,0,0.375
9996,2,1,1,0,1,0,0,1,0,0.5
9997,2,1,0,0,1,0,1,0,0,0.375
9998,3,1,1,0,1,0,1,1,0,0.625
9999,1,1,0,0,1,0,1,0,0,0.375
10000,2,0,1,0,1,0,1,0,0,0.375
10001,1,0,1,0,1,0,0,1,0,0.375
10002,1,1,1,0,1,0,1,1,0,0.625
10003,2,1,1,0,1,0,1,1,0,0.625
10004,3,1,1,1,1,1,1,0,1,0.875
10005,3,1,1,0,1,1,1,1,0,0.75
10006,2,0,1,0,1,0,1,1,0,0.5
10007,2,0,0,0,1,0,1,0,0,0.25
10008,3,1,1,1,1,1,1,1,1,1.0
10009,3,1,1,1,1,1,1,1,1,1.0
10010,3,1,1,1,1,1,1,1,1,1.0
10011,3,0,1,1,1,1,1,1,1,0.875
10012,3,0,1,1,1,1,1,1,1,0.875
10013,3,1,1,0,1,0,1,1,1,0.75
10014,3,1,1,1,1,1,1,0,0,0.75
10015,3,1,1,1,1,1,1,0,0,0.75
10016,3,0,1,1,1,1,1,1,1,0.875
10017,2,1,1,1,1,1,0,1,0,0.75
10018,3,1,1,0,1,1,1,1,0,0.75
10019,2,1,0,0,1,1,1,1,0,0.625
10020,2,1,1,1,1,0,1,1,0,0.75
10021,3,0,1,1,1,1,1,1,1,0.875
10022,3,0,1,0,1,0,1,0,0,0.375
10023,2,1,1,1,1,0,1,0,0,0.625
10024,2,1,1,1,1,0,1,1,0,0.75
10025,2,1,1,1,1,0,1,1,0,0.75
10026,3,0,1,1,1,1,1,1,1,0.875
10027,2,0,1,0,1,1,1,0,0,0.5
10028,2,0,1,1,1,0,1,0,0,0.5
10029,2,1,1,1,1,0,1,0,0,0.625
10030,2,1,1,1,1,0,1,0,0,0.625
10031,2,0,1,0,1,0,1,0,0,0.375
10032,3,1,1,1,1,1,1,0,0,0.75
10033,2,1,1,0,1,1,1,1,1,0.875
10034,2,0,1,1,1,1,1,0,1,0.75
10035,2,1,1,0,1,1,1,0,0,0.625
10036,3,1,0,0,1,1,1,1,0,0.625
10037,2,0,1,0,1,1,1,1,0,0.625
10038,2,0,1,0,1,0,1,1,0,0.5
10039,2,0,1,0,1,0,1,0,0,0.375
10040,2,0,1,0,1,0,1,0,0,0.375
10041,1,1,1,1,1,0,1,0,0,0.625
10042,2,1,1,0,1,1,1,0,1,0.75
10043,1,1,1,1,1,1,1,1,1,1.0
10044,1,1,1,0,1,1,1,1,1,0.875
10045,2,0,1,1,1,1,1,1,0,0.75
10046,2,1,1,0,1,0,1,1,0,0.625
10047,2,0,1,1,1,1,1,1,1,0.875
10048,1,1,1,0,1,1,1,1,1,0.875
10049,2,0,0,0,1,1,1,1,0,0.5
10050,2,1,0,1,1,1,1,1,1,0.875
10051,2,1,1,0,1,0,1,1,0,0.625
10052,2,0,1,1,1,1,1,1,1,0.875
10053,3,1,1,1,1,1,1,1,1,1.0
10054,3,0,1,1,1,1,1,1,1,0.875
10055,3,0,1,1,1,0,1,1,0,0.625
10056,2,1,1,1,1,0,1,1,0,0.75
10057,3,0,0,1,1,1,1,1,1,0.75
10058,3,0,1,1,1,1,1,1,0,0.75
10059,3,0,1,1,1,0,1,1,0,0.625
10060,3,0,1,1,1,1,1,1,0,0.75
10061,2,1,0,0,1,0,1,1,0,0.5
10062,2,0,0,0,1,1,0,0,1,0.375
10063,3,0,1,1,1,0,1,1,0,0.625
10064,3,0,1,1,1,1,1,1,1,0.875
10065,2,1,1,1,1,0,1,1,0,0.75
10066,3,0,1,0,1,1,1,1,1,0.75
10067,3,1,1,0,1,1,1,1,0,0.75
10068,2,1,1,1,1,1,1,1,1,1.0
10069,3,0,1,1,1,1,1,1,1,0.875
10070,1,0,1,1,1,1,1,0,0,0.625
10071,2,1,1,0,1,0,1,0,0,0.5
10072,1,1,0,0,1,1,1,1,0,0.625
10073,2,1,1,0,1,1,1,1,0,0.75
10074,3,1,1,0,1,1,1,1,0,0.75
10075,1,1,1,0,1,1,1,0,0,0.625
10076,2,1,1,0,1,0,1,1,0,0.625
10077,1,1,1,0,1,0,1,0,0,0.5
10078,2,1,1,0,1,0,1,0,0,0.5
10079,2,1,1,1,1,0,1,0,0,0.625
10080,2,1,1,1,1,0,1,1,0,0.75
10081,2,1,1,1,1,1,1,1,1,1.0
10082,2,1,1,1,1,1,1,1,0,0.875
10083,1,1,0,1,1,0,1,1,0,0.625
10084,3,1,1,1,1,1,1,1,1,1.0
10085,3,1,1,1,4,1,1,0,0,1.125
10086,3,1,1,0,1,0,0,1,0,0.5
10087,3,0,0,1,6,0,1,0,1,1.125
10088,3,1,0,1,1,1,1,1,1,0.875
10089,2,0,1,0,1,0,1,1,0,0.5
10090,3,1,1,1,1,1,1,1,0,0.875
10091,2,0,1,1,1,0,1,0,0,0.5
10092,3,0,1,0,1,0,0,1,0,0.375
10093,2,1,1,0,1,0,1,1,0,0.625
10094,3,0,0,1,98,1,1,1,1,12.875
10095,2,0,1,1,1,0,1,1,1,0.75
10096,2,1,1,0,1,0,1,1,0,0.625
10097,2,1,1,0,1,1,0,1,0,0.625
10098,1,1,1,1,1,1,1,1,0,0.875
10099,1,1,1,0,1,0,1,1,0,0.625
10100,3,1,1,1,1,1,1,1,0,0.875
10101,2,1,1,1,1,0,1,0,0,0.625
10102,3,1,1,0,1,0,1,1,0,0.625
10103,3,0,1,1,1,0,1,1,1,0.75
10104,3,0,1,0,1,1,1,1,0,0.625
10105,2,1,1,1,1,1,1,1,0,0.875
10106,3,1,1,1,1,1,1,1,1,1.0
10107,2,1,1,1,1,1,1,0,0,0.75
10108,1,1,0,0,1,0,1,0,0,0.375
10109,2,1,1,1,1,0,1,0,0,0.625
10110,2,1,1,1,1,0,1,0,0,0.625
10111,2,1,1,0,1,0,1,1,0,0.625
10112,3,1,0,0,1,0,1,0,0,0.375
10113,3,1,1,0,1,0,0,1,0,0.5
10114,2,1,1,1,1,1,1,1,0,0.875
10115,3,1,1,1,1,0,1,1,0,0.75
10116,3,1,0,0,1,0,0,1,0,0.375
10117,2,1,0,1,1,0,1,1,0,0.625
10118,3,1,1,1,1,0,1,1,0,0.75
10119,1,0,1,1,1,0,0,0,0,0.375
10120,2,1,1,1,1,0,1,1,1,0.875
10121,2,1,1,1,1,0,1,1,0,0.75
10122,3,0,1,1,1,1,1,1,0,0.75
10123,3,1,1,0,1,0,1,1,1,0.75
10124,3,0,1,1,1,0,1,1,1,0.75
10125,3,0,1,0,1,0,1,1,0,0.5
10126,2,0,1,0,1,0,1,1,0,0.5
10127,3,1,1,0,1,1,1,1,0,0.75
10128,2,1,1,1,1,0,1,0,0,0.625
10129,2,1,1,1,1,0,0,0,0,0.5
10130,3,0,1,1,1,0,1,1,1,0.75
10131,3,0,1,1,1,0,1,0,0,0.5
10132,2,0,0,1,1,0,1,0,0,0.375
10133,2,1,1,1,1,1,1,0,0,0.75
10134,3,0,1,1,1,1,1,1,0,0.75
10135,2,0,1,1,1,1,1,0,0,0.625
10136,2,1,0,1,1,1,1,0,0,0.625
10137,2,1,1,0,1,0,1,1,0,0.625
10138,3,0,1,0,1,1,1,1,1,0.75
10139,2,1,1,1,1,1,1,1,1,1.0
10140,3,1,1,1,1,1,1,1,1,1.0
10141,1,0,0,0,1,0,1,0,1,0.375
10142,2,1,1,1,1,1,1,1,0,0.875
10143,2,1,1,1,1,0,1,1,1,0.875
10144,2,1,1,1,1,1,1,1,0,0.875
10145,3,1,1,0,1,0,1,0,0,0.5
10146,2,1,1,1,1,0,1,1,0,0.75
10147,2,1,1,1,1,0,1,1,0,0.75
10148,1,1,1,1,1,0,0,0,0,0.5
10149,2,0,1,1,98,0,1,1,0,12.75
10150,3,1,1,1,1,0,1,1,0,0.75
10151,2,0,0,1,1,1,1,1,0,0.625
10152,3,0,0,1,1,0,1,0,0,0.375
10153,3,0,1,0,1,0,1,1,0,0.5
10154,1,1,1,0,1,0,0,0,0,0.375
10155,1,1,0,1,1,0,1,0,0,0.5
10156,2,1,1,1,1,1,1,1,1,1.0
10157,3,1,1,1,1,0,1,1,0,0.75
10158,2,1,1,1,1,1,1,1,1,1.0
10159,3,1,1,1,1,0,1,1,0,0.75
10160,2,0,1,0,1,0,1,1,1,0.625
10161,1,1,1,1,1,1,1,1,0,0.875
10162,3,1,1,1,1,1,1,1,0,0.875
10163,2,0,1,0,1,0,1,0,1,0.5
10164,2,1,1,1,1,1,1,1,0,0.875
10165,2,0,1,0,1,1,1,1,1,0.75
10166,2,0,1,0,1,0,1,1,0,0.5
10167,2,1,1,1,1,1,1,1,1,1.0
10168,2,0,1,1,1,0,1,1,0,0.625
10169,2,0,1,0,1,0,1,1,0,0.5
10170,3,1,1,1,4,1,1,1,1,1.375
10171,3,0,1,1,1,0,1,1,0,0.625
10172,2,1,1,1,1,1,1,1,1,1.0
10173,2,0,1,0,1,0,1,1,0,0.5
10174,3,1,1,0,1,0,1,1,0,0.625
10175,3,1,1,1,1,0,1,1,0,0.75
10176,3,0,1,1,1,1,1,1,1,0.875
10177,1,1,0,1,1,0,1,1,0,0.625
10178,3,0,1,1,1,1,1,1,1,0.875
10179,2,0,1,0,1,0,1,1,0,0.5
10180,2,1,0,1,1,0,1,1,1,0.75
10181,1,1,1,0,1,0,1,1,0,0.625
10182,3,1,1,1,1,1,1,1,1,1.0
10183,2,1,1,1,1,0,1,0,0,0.625
10184,2,1,1,0,1,0,1,1,0,0.625
10185,3,1,1,1,1,0,1,1,0,0.75
10186,2,1,1,0,1,0,1,1,0,0.625
10187,2,0,1,0,1,0,1,1,0,0.5
10188,3,1,1,1,1,1,1,1,0,0.875
10189,3,0,1,1,1,0,1,0,0,0.5
10190,2,0,1,1,1,0,1,1,1,0.75
10191,2,1,1,1,1,1,1,1,0,0.875
10192,3,1,1,1,1,0,1,1,1,0.875
10193,3,1,1,0,1,1,1,0,1,0.75
10194,2,1,1,1,1,0,1,1,0,0.75
10195,2,1,1,0,1,0,1,1,0,0.625
10196,2,1,1,1,1,1,1,0,0,0.75
10197,3,1,1,0,1,0,1,1,0,0.625
10198,3,0,1,0,1,0,1,1,0,0.5
10199,3,0,1,1,1,0,1,1,1,0.75
10200,3,1,1,1,1,0,1,1,0,0.75
10201,2,1,1,0,1,0,1,1,0,0.625
10202,2,1,1,1,1,1,1,1,1,1.0
10203,2,1,1,1,1,1,1,1,0,0.875
10204,2,1,1,1,1,1,1,1,0,0.875
10205,2,1,1,0,1,0,1,1,0,0.625
10206,3,1,1,1,1,0,1,1,0,0.75
10207,2,0,1,0,1,1,1,1,0,0.625
10208,2,1,1,0,1,0,1,1,0,0.625
10209,3,1,1,1,1,0,1,1,0,0.75
10210,3,0,1,1,1,0,1,1,0,0.625
10211,3,1,1,1,1,1,1,1,1,1.0
10212,3,1,1,1,1,1,1,1,0,0.875
10213,3,1,1,1,1,1,1,1,0,0.875
10214,3,1,1,1,1,1,1,1,1,1.0
10215,3,0,1,1,1,1,1,1,1,0.875
10216,3,1,1,1,1,0,1,1,0,0.75
10217,3,0,1,1,1,0,1,1,0,0.625
10218,3,0,1,1,1,0,1,1,0,0.625
10219,3,1,0,1,1,1,1,1,0,0.75
10220,2,1,1,1,1,1,1,1,0,0.875
10221,2,0,1,1,1,0,1,1,0,0.625
10222,2,1,1,1,1,1,1,1,0,0.875
10223,3,1,1,1,1,1,1,1,1,1.0
10224,2,0,0,1,1,0,1,1,0,0.5
10225,1,1,1,1,1,1,1,1,0,0.875
10226,2,1,1,1,1,1,1,1,0,0.875
10227,1,1,1,1,1,1,1,1,0,0.875
10228,1,1,1,1,1,0,1,1,0,0.75
10229,1,1,0,1,1,0,1,0,0,0.5
10230,2,0,1,0,1,1,0,0,0,0.375
10231,3,1,1,1,1,0,1,1,0,0.75
10232,3,0,1,1,1,0,1,1,0,0.625
10233,2,1,1,1,1,0,1,1,0,0.75
10234,3,0,1,1,1,1,1,1,1,0.875
10235,3,1,1,1,1,1,1,1,0,0.875
10236,3,0,1,1,1,0,1,1,0,0.625
10237,3,0,1,1,1,1,1,1,0,0.75
10238,3,1,0,1,1,0,1,1,0,0.625
10239,3,1,1,1,1,0,1,1,1,0.875
10240,2,1,1,1,1,0,1,1,0,0.75
10241,1,1,1,1,1,0,1,1,0,0.75
10242,3,1,0,1,1,0,1,1,0,0.625
10243,2,1,1,1,1,0,1,1,0,0.75
10244,2,1,1,1,1,0,1,1,0,0.75
10245,2,1,0,1,1,1,1,1,0,0.75
10246,3,1,0,1,1,1,1,1,0,0.75
10247,2,1,0,1,1,0,1,1,0,0.625
10248,2,1,0,0,1,0,1,1,0,0.5
10249,3,0,1,0,1,0,0,0,0,0.25
10250,2,0,0,0,1,0,1,0,0,0.25
10251,2,1,0,0,1,0,1,0,0,0.375
10252,2,1,1,1,1,0,1,1,0,0.75
10253,2,1,1,1,1,0,1,1,1,0.875
10254,3,0,1,1,1,1,1,1,1,0.875
10255,3,1,1,1,1,0,1,0,0,0.625
10256,2,1,1,1,1,1,1,0,0,0.75
10257,2,1,1,1,4,0,1,0,0,1.0
10258,3,0,1,1,1,0,1,1,0,0.625
10259,2,1,1,1,1,1,1,0,0,0.75
10260,2,1,1,0,1,0,1,1,0,0.625
10261,2,1,1,1,1,0,1,0,0,0.625
10262,2,1,1,0,1,0,1,1,0,0.625
10263,3,1,1,1,1,1,1,0,1,0.875
10264,2,1,1,1,1,0,0,1,0,0.625
10265,2,1,1,1,1,0,1,1,0,0.75
10266,2,1,1,1,1,0,1,1,0,0.75
10267,2,1,1,1,1,0,1,1,0,0.75
10268,3,1,1,1,1,1,1,1,0,0.875
10269,2,1,1,0,1,0,1,1,0,0.625
10270,2,1,1,1,1,0,1,1,0,0.75
10271,2,1,1,0,1,0,1,0,0,0.5
10272,2,1,1,1,1,0,1,1,0,0.75
10273,1,1,1,0,1,0,0,0,0,0.375
10274,2,1,1,1,1,1,1,1,0,0.875
10275,2,1,1,0,1,0,1,1,0,0.625
10276,2,1,1,1,1,0,0,1,0,0.625
10277,1,0,1,0,1,0,1,1,0,0.5
10278,2,1,1,1,1,1,1,1,0,0.875
10279,3,1,1,0,1,1,1,1,1,0.875
10280,2,0,1,0,1,0,0,1,0,0.375
10281,2,1,1,0,1,0,1,1,0,0.625
10282,2,0,1,0,1,1,1,1,1,0.75
10283,2,1,1,1,1,1,1,1,1,1.0
10284,2,0,1,1,1,1,1,0,0,0.625
10285,2,1,1,1,1,1,1,1,0,0.875
10286,2,1,1,1,1,0,1,0,0,0.625
10287,2,0,1,0,1,0,1,1,0,0.5
10288,1,0,1,1,1,0,1,1,0,0.625
10289,1,0,1,0,1,0,0,0,0,0.25
10290,2,0,1,1,1,0,1,1,0,0.625
10291,2,0,1,0,1,0,0,0,0,0.25
10292,3,0,1,1,1,0,1,1,0,0.625
10293,1,0,1,1,1,0,1,1,0,0.625
10294,2,0,1,1,1,0,0,0,0,0.375
10295,3,0,1,1,1,0,1,0,0,0.5
10296,2,0,1,1,1,0,1,0,0,0.5
10297,2,0,0,0,1,0,1,1,0,0.375
10298,2,0,1,0,1,0,1,1,0,0.5
10299,2,0,0,0,1,0,1,1,0,0.375
10300,2,0,0,0,1,0,1,1,0,0.375
10301,2,0,1,0,1,0,1,1,0,0.5
10302,3,0,1,0,1,0,1,1,0,0.5
10303,1,0,1,0,1,0,1,1,0,0.5
10304,1,0,1,0,1,0,1,1,0,0.5
10305,3,0,1,1,1,1,1,1,1,0.875
10306,3,0,1,0,1,0,1,1,1,0.625
10307,2,0,1,0,1,1,1,1,0,0.625
10308,3,0,1,0,1,0,1,1,0,0.5
10309,3,0,0,0,1,1,1,1,1,0.625
10310,2,0,1,0,1,0,1,1,0,0.5
10311,3,0,1,0,1,0,1,1,1,0.625
10312,2,0,1,0,1,0,1,1,0,0.5
10313,3,0,0,0,1,0,1,1,0,0.375
10314,2,0,1,1,1,0,1,1,0,0.625
10315,1,0,1,0,1,0,1,1,0,0.5
10316,2,0,1,0,1,0,1,1,0,0.5
10317,1,0,1,0,1,0,1,1,0,0.5
10318,2,0,0,0,1,0,1,1,0,0.375
10319,1,0,1,0,1,0,1,1,0,0.5
10320,1,0,0,0,1,0,1,1,0,0.375
10321,2,1,1,1,1,0,1,1,0,0.75
10322,2,0,0,1,1,0,1,1,0,0.5
10323,2,0,1,1,1,0,1,1,0,0.625
10324,2,1,0,0,1,1,1,1,0,0.625
10325,2,1,0,0,1,0,0,1,0,0.375
10326,1,0,1,1,1,0,1,1,0,0.625
10327,2,0,1,1,1,0,1,1,0,0.625
10328,2,1,1,1,1,0,1,1,0,0.75
10329,1,0,1,1,1,0,1,1,0,0.625
10330,1,0,1,0,1,0,0,1,0,0.375
10331,2,1,1,1,1,1,1,1,0,0.875
10332,1,0,1,1,1,1,1,0,0,0.625
10333,3,1,1,1,1,1,1,1,0,0.875
10334,3,1,1,1,1,1,1,1,1,1.0
10335,3,0,1,1,1,1,1,1,1,0.875
10336,3,1,1,1,1,0,1,1,0,0.75
10337,3,0,1,1,1,1,1,1,0,0.75
10338,3,0,1,1,1,0,1,1,0,0.625
10339,3,1,1,1,1,0,1,1,0,0.75
10340,3,1,1,1,1,1,1,1,1,1.0
10341,3,1,1,1,1,1,1,1,0,0.875
10342,3,1,1,1,1,1,1,1,0,0.875
10343,2,1,1,1,1,0,1,1,0,0.75
10344,1,1,1,0,1,0,1,1,0,0.625
10345,3,1,1,1,1,0,1,1,0,0.75
10346,3,1,1,1,1,0,1,1,0,0.75
10347,3,1,0,1,1,0,1,1,0,0.625
10348,2,1,1,1,1,0,1,1,0,0.75
10349,3,0,0,1,1,1,1,1,0,0.625
10350,3,1,1,1,1,0,1,1,0,0.75
10351,2,1,1,1,1,0,1,1,0,0.75
10352,2,0,1,1,1,0,1,1,0,0.625
10353,3,0,1,1,1,0,1,1,0,0.625
10354,1,1,1,0,1,0,1,1,0,0.625
10355,2,0,1,0,1,1,1,0,1,0.625
10356,2,1,1,0,1,0,1,1,0,0.625
10357,2,0,1,0,1,0,1,1,1,0.625
10358,1,0,1,0,1,0,1,1,0,0.5
10359,3,0,1,0,1,1,1,0,1,0.625
10360,1,0,1,0,1,0,0,0,0,0.25
10361,3,1,1,1,1,0,1,1,0,0.75
10362,2,0,1,1,1,0,0,1,0,0.5
10363,2,1,1,0,1,0,1,1,0,0.625
10364,2,1,1,1,1,0,1,0,0,0.625
10365,2,0,1,0,1,0,1,1,1,0.625
10366,3,1,1,0,1,0,1,1,0,0.625
10367,3,1,1,0,1,0,1,1,0,0.625
10368,3,1,0,1,1,0,1,1,1,0.75
10369,3,0,1,0,1,0,1,1,0,0.5
10370,3,1,1,0,1,0,1,1,0,0.625
10371,2,0,0,0,1,0,0,1,0,0.25
10372,2,0,1,0,1,0,1,1,0,0.5
10373,2,0,1,0,1,0,1,1,0,0.5
10374,3,0,1,0,1,0,1,1,0,0.5
10375,3,1,1,1,1,0,1,1,1,0.875
10376,2,0,1,0,1,0,1,1,0,0.5
10377,1,0,1,0,1,0,1,1,0,0.5
10378,3,0,1,1,1,1,1,1,1,0.875
10379,1,0,1,0,1,0,1,1,0,0.5
10380,1,0,1,0,1,0,1,1,0,0.5
10381,2,0,1,0,1,0,1,1,0,0.5
10382,1,0,1,0,1,0,1,1,0,0.5
10383,1,0,1,0,1,0,1,1,0,0.5
10384,2,0,1,0,1,0,1,1,0,0.5
10385,1,0,1,0,1,0,1,1,0,0.5
10386,2,0,1,0,1,0,0,1,0,0.375
10387,1,0,1,0,1,0,1,1,0,0.5
10388,1,0,1,1,1,0,1,0,0,0.5
10389,2,1,1,1,1,1,1,1,1,1.0
10390,1,0,1,1,1,0,1,1,0,0.625
10391,1,0,1,1,1,0,1,1,1,0.75
10392,1,1,0,0,1,0,1,0,0,0.375
10393,1,0,1,1,1,0,1,1,0,0.625
10394,1,0,1,1,1,0,1,1,0,0.625
10395,1,0,1,1,1,0,1,1,0,0.625
10396,1,0,1,1,1,1,1,0,1,0.75
10397,2,0,1,1,1,0,1,1,0,0.625
10398,2,0,1,0,1,0,1,1,1,0.625
10399,1,0,0,0,1,0,1,0,1,0.375
10400,2,0,0,0,1,0,1,1,0,0.375
10401,1,0,1,0,1,0,1,1,0,0.5
10402,1,0,1,1,1,0,0,1,0,0.5
10403,2,0,1,1,1,0,1,0,0,0.5
10404,2,0,1,1,1,0,1,1,0,0.625
10405,2,0,1,1,1,0,0,0,0,0.375
10406,2,0,1,0,1,0,1,1,0,0.5
10407,1,0,1,0,1,0,1,1,0,0.5
10408,3,0,1,0,1,0,1,1,0,0.5
10409,2,0,1,0,1,0,1,1,0,0.5
10410,3,1,1,1,1,1,1,1,1,1.0
10411,3,0,1,0,1,0,1,1,0,0.5
10412,3,1,0,0,1,1,1,1,0,0.625
10413,3,0,1,0,1,1,1,1,0,0.625
10414,3,1,1,1,1,1,1,1,1,1.0
10415,3,0,1,1,1,1,1,0,1,0.75
10416,3,1,1,1,1,1,1,1,0,0.875
10417,3,1,1,1,1,1,1,1,1,1.0
10418,2,0,0,0,1,1,1,0,1,0.5
10419,2,1,1,1,1,0,1,1,0,0.75
10420,3,0,1,0,1,0,0,0,0,0.25
10421,3,0,1,0,1,0,1,1,0,0.5
10422,3,0,1,0,1,0,0,1,0,0.375
10423,1,0,0,0,1,0,1,0,0,0.25
10424,2,0,1,0,1,0,0,0,0,0.25
10425,1,1,1,0,1,0,1,1,0,0.625
10426,3,0,1,0,1,0,1,1,0,0.5
10427,2,0,1,0,1,0,1,1,0,0.5
10428,3,0,1,1,1,0,1,1,0,0.625
10429,1,0,1,0,1,0,1,1,0,0.5
10430,3,0,1,0,1,0,1,1,1,0.625
10431,3,1,1,1,1,0,1,1,0,0.75
10432,3,0,1,1,1,1,1,1,1,0.875
10433,2,1,0,0,1,0,1,1,0,0.5
10434,3,0,0,0,1,1,1,0,0,0.375
10435,2,1,1,0,1,0,1,1,0,0.625
10436,2,0,1,1,1,0,1,1,0,0.625
10437,3,0,0,1,1,0,1,1,0,0.5
10438,2,1,1,1,1,0,1,1,0,0.75
10439,3,0,1,1,1,1,1,0,0,0.625
10440,1,1,1,0,1,0,1,0,0,0.5
10441,2,0,1,1,1,0,1,1,0,0.625
10442,2,1,1,1,1,0,1,1,0,0.75
10443,1,1,1,0,1,0,1,0,0,0.5
10444,2,0,1,0,1,0,1,0,1,0.5
10445,2,1,1,0,1,1,1,1,0,0.75
10446,2,1,1,1,1,0,1,1,0,0.75
10447,2,1,1,1,1,1,1,1,0,0.875
10448,2,1,1,0,1,0,1,1,0,0.625
10449,2,1,1,0,1,0,1,0,0,0.5
10450,1,1,1,0,1,0,0,0,0,0.375
10451,2,1,1,1,1,0,1,1,0,0.75
10452,2,1,1,0,1,0,1,1,0,0.625
10453,3,1,1,0,1,0,1,1,0,0.625
10454,2,1,1,1,4,1,1,1,1,1.375
10455,2,1,0,0,1,0,1,1,0,0.5
10456,2,1,1,0,1,0,1,1,0,0.625
10457,1,0,1,0,1,0,1,0,0,0.375
10458,2,0,1,0,1,0,1,1,0,0.5
10459,2,1,0,0,1,0,0,1,0,0.375
10460,3,1,1,0,1,1,1,0,1,0.75
10461,2,0,1,0,1,0,1,1,0,0.5
10462,2,1,0,0,1,0,0,1,0,0.375
10463,2,1,1,0,1,0,1,1,0,0.625
10464,2,0,1,0,1,0,1,0,0,0.375
10465,3,0,1,0,1,0,1,1,0,0.5
10466,3,1,1,0,1,1,1,0,0,0.625
10467,3,0,1,1,1,1,1,1,0,0.75
10468,3,1,0,1,1,1,1,1,1,0.875
10469,3,0,1,1,1,0,1,1,0,0.625
10470,3,0,1,0,1,1,1,0,0,0.5
10471,2,1,1,1,1,0,1,1,0,0.75
10472,3,0,0,1,1,0,1,0,0,0.375
10473,2,1,0,1,1,0,1,0,0,0.5
10474,2,1,1,0,1,0,1,1,0,0.625
10475,2,1,1,0,1,0,0,1,0,0.5
10476,3,1,1,0,1,0,1,1,0,0.625
10477,3,0,0,0,1,0,1,0,0,0.25
10478,3,0,0,0,1,0,1,0,0,0.25
10479,2,1,1,0,1,0,1,1,0,0.625
10480,2,0,1,0,1,0,1,1,0,0.5
10481,2,1,1,1,1,0,1,1,0,0.75
10482,1,1,1,0,1,0,1,1,0,0.625
10483,2,0,1,0,1,0,1,0,0,0.375
10484,2,0,1,0,1,1,1,1,0,0.625
10485,2,1,1,0,1,1,1,1,0,0.75
10486,2,0,1,0,1,0,1,1,0,0.5
10487,2,1,1,1,1,1,1,1,0,0.875
10488,2,0,1,0,1,0,1,1,0,0.5
10489,2,1,1,1,1,1,1,1,0,0.875
10490,1,1,1,0,1,0,1,1,0,0.625
10491,1,0,0,0,1,1,1,1,0,0.5
10492,3,1,1,1,1,0,1,0,0,0.625
10493,2,0,1,1,1,0,1,0,1,0.625
10494,1,1,1,0,1,0,1,1,0,0.625
10495,2,0,1,0,1,0,1,1,0,0.5
10496,3,1,1,0,1,0,1,1,0,0.625
10497,2,1,1,0,1,0,1,0,0,0.5
10498,3,1,1,0,1,0,1,1,0,0.625
10499,1,1,1,0,1,0,1,1,0,0.625
10500,2,1,1,0,1,0,1,1,0,0.625
10501,2,0,1,0,1,0,1,0,0,0.375
10502,2,1,1,0,1,0,1,1,1,0.75
10503,1,1,1,0,1,0,1,0,0,0.5
10504,2,1,1,1,1,0,1,1,0,0.75
10505,1,1,1,1,1,1,1,1,0,0.875
10506,2,1,1,1,1,0,1,0,0,0.625
10507,2,1,1,1,1,0,1,1,1,0.875
10508,3,0,1,1,1,1,1,1,0,0.75
10509,3,0,1,0,1,1,1,0,0,0.5
10510,2,1,1,0,1,0,1,0,0,0.5
10511,3,0,1,1,1,0,1,1,0,0.625
10512,3,1,1,0,1,0,1,1,0,0.625
10513,3,0,1,0,1,0,1,0,1,0.5
